,param,test,train,val
0,0.0,0.4203626811504364,0.4483662247657776,0.4443744719028473
1,0.5,0.4130864441394806,0.4408298432826996,0.43683719635009766
2,0.9,0.35242509841918945,0.3778659701347351,0.3739413619041443
3,0.99,0.12368600815534592,0.13613788783550262,0.1333702653646469
