param,test,train,val
0.1,0.2646256685256958,0.28219690918922424,0.2788095474243164
0.2,0.26458993554115295,0.2824314832687378,0.278779000043869
0.3,0.26461607217788696,0.28332656621932983,0.27880722284317017
0.4,0.26463931798934937,0.2841668426990509,0.27882668375968933
0.5,0.26456817984580994,0.2851559519767761,0.2787313759326935
0.6,0.2644783854484558,0.2857845425605774,0.2786109745502472
0.7,0.26540011167526245,0.28815484046936035,0.2795546352863312
0.8,0.26546645164489746,0.2898753583431244,0.27958226203918457
0.9,0.2656093239784241,0.2911675274372101,0.27970367670059204
1.0,0.26607051491737366,0.2925993800163269,0.28016042709350586
1.1,0.2660496234893799,0.2933386564254761,0.28010427951812744
1.2,0.26757749915122986,0.2958180010318756,0.281527042388916
1.3,0.266552209854126,0.2966086268424988,0.28058576583862305
1.4,0.26798468828201294,0.2992379665374756,0.28189927339553833
1.5,0.26828062534332275,0.3009223937988281,0.282177597284317
1.6,0.26847538352012634,0.301959365606308,0.2823505997657776
1.7,0.2692827880382538,0.3033016622066498,0.28304323554039
1.8,0.26952147483825684,0.3050190508365631,0.28327473998069763
1.9,0.2698177397251129,0.30641621351242065,0.2835293412208557
2.0,0.27028366923332214,0.30710920691490173,0.283980131149292
2.1,0.27052968740463257,0.30819740891456604,0.28423967957496643
2.2,0.2713148593902588,0.30943867564201355,0.28491631150245667
2.3,0.2711828649044037,0.31067562103271484,0.28474363684654236
2.4,0.27147117257118225,0.31121084094047546,0.2850440442562103
2.5,0.27216488122940063,0.3138152062892914,0.2857808470726013
2.6,0.27172285318374634,0.3133481442928314,0.2852816581726074
2.7,0.27176806330680847,0.3146677017211914,0.28528299927711487
2.8,0.2727791368961334,0.31559374928474426,0.2862953543663025
2.9,0.273387610912323,0.31739869713783264,0.28685298562049866
3.0,0.27377811074256897,0.3172479569911957,0.2871739864349365
3.1,0.2735307216644287,0.3186427354812622,0.2870514988899231
3.2,0.27341601252555847,0.31877169013023376,0.28692376613616943
3.3,0.2739754617214203,0.31931933760643005,0.28739067912101746
3.4,0.2736632823944092,0.32072314620018005,0.28710275888442993
3.5,0.2739405632019043,0.32102295756340027,0.2874663472175598
3.6,0.2747226655483246,0.3217475712299347,0.28815561532974243
3.7,0.2748603820800781,0.3223823606967926,0.28824472427368164
3.8,0.2746107280254364,0.3226202726364136,0.28808990120887756
3.9,0.2745839059352875,0.32348716259002686,0.2879723906517029
4.0,0.2747085690498352,0.32335495948791504,0.2881026566028595
4.1,0.27539822459220886,0.32411879301071167,0.28887036442756653
4.2,0.27641797065734863,0.32509899139404297,0.2898779809474945
4.3,0.2757894992828369,0.32527852058410645,0.28915998339653015
4.4,0.274840384721756,0.3258950114250183,0.28837350010871887
4.5,0.2758063077926636,0.32497817277908325,0.2890908718109131
4.6,0.2777254581451416,0.3275591731071472,0.2913040816783905
4.7,0.2784738540649414,0.3278695344924927,0.29204192757606506
4.8,0.2769491970539093,0.3277626931667328,0.29035401344299316
4.9,0.2777545154094696,0.3285980820655823,0.29116925597190857
5.0,0.27600204944610596,0.3281705677509308,0.2893858551979065
