,param,test,train,val
0,0.0,0.14742210507392883,0.14479447901248932,0.14088048040866852
1,0.5,0.14735478162765503,0.14472317695617676,0.14081086218357086
2,0.9,0.1472427397966385,0.14460518956184387,0.14069566130638123
3,0.99,0.1469302922487259,0.14427384734153748,0.14037369191646576
