,0.0,0.5,0.9,0.99
0,"[33.12016514522348, 46.341886114523106, 56.251933557337374, 64.40657347568767, 71.4173903481913, 77.60176074273974, 83.15038704705036, 88.18893421835213, 92.80055576400355, 97.0544785038575, 101.00018422041637, 104.67664532331895, 108.11508602977541, 111.34118966014726, 114.37618585453193, 117.23735053790533, 119.9407646397843, 122.49981299184114, 124.92596561164798, 127.2294092877149, 129.4191327724185, 131.50328502893157, 133.48874048803123, 135.38209040336497, 137.18924753760092, 138.91539005803415, 140.56540616218678, 142.14367127897788, 143.65420720942646, 145.1008580125959, 146.48700670321924, 147.8158338876772, 149.09037212456275, 150.3132335742562, 151.48706401161516, 152.61423276733655, 153.69698904982098, 154.7374333493443, 155.73751535145996, 156.6990897163997, 157.62392373927742, 158.513626888768, 159.36974873507137, 160.1937648144681, 160.98704989362525, 161.75090215188334, 162.48657259742873, 163.19523083483398, 163.87800625481108, 164.53594726966824, 165.17006787976484, 165.78131904473946, 166.37060349771363, 166.93880231147295, 167.4867459254406, 168.01522210299046, 168.52497755464094, 169.0167496354107, 169.4912130564209, 169.9490536018551, 170.39087276167115, 170.81727313684726, 171.2288231933398, 171.62609984042314, 172.00963538421675, 172.37990662623486, 172.73741862200993, 173.08263985514012, 173.41601473099132, 173.73797000294704, 174.04893282946196, 174.34928418559858, 174.6394004441018, 174.91964196261836, 175.19038256973155, 175.4519456370917, 175.7046511383166, 175.9488274465896, 176.1847592688915, 176.41274018397894, 176.6330438092702, 176.8459471494311, 177.0517133892092, 177.25058056139537, 177.44278480814242, 177.628548983162, 177.80811726654935, 177.98168054777324, 178.14945128193645, 178.31164054598045, 178.4684180569136, 178.61999817245524, 178.76654264318208, 178.90821225524908, 179.0451782864091, 179.17761681069825, 179.30566885693435, 179.42948041420314, 179.54920244922263, 179.66496250362886]","[65.22462139155498, 58.50837703151128, 58.72163395547574, 60.88118352667293, 63.753606368948184, 66.87012997140683, 70.02108054214108, 73.10895088113993, 76.08937498947168, 78.94699450028752, 81.67978743704029, 84.2920742773741, 86.79074771339201, 89.1835315424405, 91.47801768457481, 93.68113157167271, 95.79942723447748, 97.83880178295645, 99.80452540815128, 101.70137188992706, 103.53358232990087, 105.30499872133475, 107.01905824093673, 108.67894422453192, 110.28753193480215, 111.8474459080914, 113.36113670675992, 114.83080580996638, 116.25851210972807, 117.64616322225129, 118.99551817211453, 120.3082248921473, 121.58581080935191, 122.82971294300775, 124.04127419363125, 125.22174748263176, 126.37231938728715, 127.4941040303939, 128.58814886739353, 129.65544379730264, 130.69692563740128, 131.7134782657779, 132.7059440907862, 133.67512717363795, 134.62178846676994, 135.54664864195394, 136.45039814832717, 137.33368442743745, 138.19714387253904, 139.0413663535858, 139.86691939678806, 140.6743641488099, 141.4642129498606, 142.2369672855495, 142.99311869517038, 143.73313539596086, 144.45744220214672, 145.1664784141236, 145.8606558888892, 146.5403671012913, 147.20599293421952, 147.8578964015458, 148.49643715208106, 149.1219581641588, 149.7347795786683, 150.3352334358057, 150.92361631205773, 151.50022398872585, 152.06534497906307, 152.61926088551192, 153.16224673586564, 153.6945513530488, 154.21643774960867, 154.7281368312142, 155.2298941720753, 155.72193712069597, 156.2044817778693, 156.67775287287782, 157.1419577529072, 157.59730621764197, 158.04398473838154, 158.48220203294414, 158.91213098971292, 159.3339605602551, 159.74785725807314, 160.15399744139057, 160.5525418126717, 160.9436610907148, 161.32751696330502, 161.70425595032, 162.0740285639414, 162.4369956186721, 162.7932716864599, 163.1430196165846, 163.48636881607882, 163.82344684711535, 164.15438572080387, 164.47930326247942, 164.79832190048967, 165.11157485425954]","[292.01962708857974, 213.6514990139781, 180.42545565538438, 161.40798702921543, 148.9576367711225, 140.15912082976652, 133.62990397086517, 128.61997268785032, 124.68238028524001, 121.53340268375716, 118.98280693551483, 116.89775317455936, 115.18231479886835, 113.76531732849735, 112.59269490051024, 111.62250464908115, 110.8217351417157, 110.16399626899037, 109.62789664418798, 109.19591391424571, 108.85353036926708, 108.588643693389, 108.39102796387753, 108.25204057015804, 108.16428570519311, 108.12142905296793, 108.11800048480119, 108.14926036746132, 108.21108586210946, 108.29986114238586, 108.41243887661962, 108.54603686968058, 108.69821170763262, 108.86679560007602, 109.0498769977049, 109.24575720299819, 109.4529367942759, 109.67006199394702, 109.89594029320557, 110.12949729783833, 110.36978221213262, 110.6159451706366, 110.86723132916505, 111.12295242805814, 111.38250018868807, 111.64532576107761, 111.91094123694694, 112.1789029050597, 112.44882218301329, 112.72034852866052, 112.99315709363998, 113.26696139549338, 113.54151664084188, 113.81658870311988, 114.09198687381392, 114.36751458199848, 114.64300636528563, 114.91833098281452, 115.19334425141476, 115.4679414228989, 115.74201230970321, 116.0154622233005, 116.28821244829199, 116.56018919605587, 116.83132294391905, 117.1015612504235, 117.37085488360117, 117.63916247510298, 117.90644356323214, 118.17265441842976, 118.43777135820477, 118.70177220198786, 118.96462916100222, 119.22633073799003, 119.48685413608001, 119.7461918198715, 120.0043208415159, 120.26124364821158, 120.51695037061049, 120.77143778080774, 121.02469669568849, 121.27673011449004, 121.52753204074551, 121.77710341371984, 122.02544474621298, 122.27255522311542, 122.51844297333913, 122.76310647150079, 123.00655223740463, 123.24877815386023, 123.48978937410156, 123.72960325422832, 123.9682127858543, 124.20562243779574, 124.44184471055982, 124.67688364894975, 124.91075073534222, 125.14343797106523, 125.37496061214601, 125.60533376595323]","[1641.9697167806023, 1152.4194866097316, 940.4154866948371, 815.3660438191245, 730.6217319733237, 668.4028832984973, 620.2665815752243, 581.6224259474236, 549.7264207896584, 522.8340566939661, 499.77259043033416, 479.7207372309236, 462.08406527946755, 446.42009954162586, 432.39207771674216, 419.73803750012894, 408.2514212914046, 397.7666110848156, 388.1489093257965, 379.28774929032977, 371.09124308577356, 363.48233577096767, 356.3959286260231, 349.77651916424776, 343.57654076445965, 337.7548574986895, 332.27581057996383, 327.1082339193139, 322.22476645649624, 317.60128595555, 313.2164870764995, 309.0512904459304, 305.088800207708, 301.31383135963597, 297.71272096519914, 294.2731556981565, 290.9840448370715, 287.83527034244463, 284.81765667763506, 281.92286283439284, 279.1432558128032, 276.47183356258245, 273.9021923269559, 271.42841684550694, 269.0450833698507, 266.7471622073772, 264.5300136889066, 262.3893719269275, 260.3212089658506, 258.3218531025995, 256.38784536846924, 254.51596713751022, 252.7032245738027, 250.94682454104003, 249.24413355388228, 247.59271158616383, 245.99024605369314, 244.43458534161678, 242.92368990979418, 241.45566409375078, 240.02868545214915, 238.6410842529491, 237.29121807537499, 235.9775936691445, 234.69878789264348, 233.45343770946798, 232.24026527425343, 231.05804880692483, 229.90563687423446, 228.78194002284906, 227.68591685899045, 226.61656254676134, 225.5729561021798, 224.55417531946674, 223.5593921763355, 222.58779051034986, 221.63858266292573, 220.71102362745933, 219.80442529828454, 218.91809705178036, 218.0514090601396, 217.20371904818268, 216.37444208813582, 215.5630243048299, 214.7689194916835, 213.99158765238664, 213.23055467969127, 212.4853134254744, 211.75542687853732, 211.04044586954572, 210.33994474516672, 209.65350003588472, 208.98073136114513, 208.32125770580473, 207.67469848939922, 207.04074029833956, 206.41900690098345, 205.80919520863554, 205.21097883671197, 204.62405579536218]"
1,"[245.1608798406431, 326.3949788685036, 377.8782166271551, 413.59576801045336, 439.390915541546, 458.4254646310557, 472.64416982824554, 483.3352140871728, 492.0576308732235, 498.7853183642807, 503.99060704580484, 508.0267058363942, 511.15864781697525, 513.5891220278393, 515.4748256815502, 517.029303567775, 518.2459803688109, 519.1988312136068, 519.9447925809995, 520.5288563813904, 520.9866790704712, 521.3434873847106, 521.6336015430135, 521.861419592808, 522.0403132938086, 522.1811144261563, 522.2914003503976, 522.3780900398161, 522.4462196325159, 522.4999967325687, 522.5422520061485, 522.5754756612845, 522.6015911694473, 522.6220853574619, 522.6381699061054, 522.650814298512, 522.6607779267553, 522.6686098188666, 522.6747783605514, 522.6796065662096, 522.6834335737906, 522.6864047333502, 522.6887622718529, 522.690586934764, 522.691991759391, 522.6931543700201, 522.6940424736197, 522.6947691027151, 522.695318110695, 522.6957217926653, 522.6960770325412, 522.6963515359164, 522.6965775974113, 522.6967067753644, 522.6968359532857, 522.6969651311749, 522.6969974256423, 522.697062014571, 522.6971104562623, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177, 522.697175045177]","[441.7965392915427, 387.5924366419491, 381.331819095399, 387.83974719437964, 398.52290662593236, 410.2223155040304, 421.609681846591, 432.1332513328315, 441.7989271660004, 450.50790963596575, 458.27631327489246, 465.1703073097629, 471.2739612483442, 476.6731102678507, 481.4479694965892, 485.69941250599203, 489.4794409998426, 492.83879971776895, 495.82437570739495, 498.4784828645237, 500.8386630269129, 502.9384028064866, 504.8101979752525, 506.47846849497853, 507.9654872431872, 509.2910312633086, 510.4729300029315, 511.5269979727277, 512.4672246701766, 513.3061509615331, 514.0548196551903, 514.7229986412185, 515.319459046475, 515.8519534574135, 516.3273888410936, 516.7519045585165, 517.1310265763603, 517.4695950841221, 517.7719951310282, 518.0420973911314, 518.2833741676493, 518.4988865075316, 518.6914145978986, 518.8634277192316, 519.0171177983716, 519.1544326194937, 519.2771087589402, 519.3867362093573, 519.4846632623928, 519.5721725383863, 519.6503537409334, 519.7202475377889, 519.7827022824006, 519.8385018080328, 519.888365573256, 519.9329009671375, 519.9727149936907, 520.0083187107467, 520.0401113753554, 520.0685239266285, 520.0939234015053, 520.11661297499, 520.1368797907738, 520.155010911109, 520.1712136710624, 520.1856953568036, 520.1986313512245, 520.2101970048931, 520.2205198504957, 520.2297592608028, 520.2380268009135, 520.2454021641545, 520.2519968928493, 520.2578906617646, 520.2631472101425, 520.2678621295644, 520.2720672919183, 520.2758264234321, 520.2791873188647, 520.2821659142054, 520.2848259287855, 520.2872310799617, 520.2893654432173, 520.2912768058658, 520.2929970262459, 520.2945101783599, 520.2958959032778, 520.2971064185766, 520.298205436606, 520.2991770303219, 520.300037128163, 520.3008175860847, 520.3015024767658, 520.3021395835667, 520.3027129790205, 520.3032226633378, 520.3036527090923, 520.3040508992887, 520.3044013064094, 520.3047198581327]","[1429.3630411699417, 1033.311262552959, 866.536185148504, 771.1355004888266, 708.5544828224539, 664.1585084651608, 631.0288613885151, 605.4210259149044, 585.2054347907074, 568.9360763662748, 555.6482517609551, 544.6707864859301, 535.5208132644611, 527.8411077002468, 521.3609334689429, 515.8776074814033, 511.2254432051834, 507.2722540108387, 503.9112006067745, 501.05495697099616, 498.63137332219753, 496.5803432323122, 494.85178882525554, 493.4029375692736, 492.19736925850634, 491.2038018419513, 490.39542166095583, 489.74895875396305, 489.2442081377809, 488.8636540714806, 488.5919663584289, 488.4156280431216, 488.3228585366004, 488.30322606337467, 488.34755863364825, 488.44776252296975, 488.5966406274998, 488.78786143753894, 489.01575333196814, 489.2753450263876, 489.5621517576039, 489.8722723408632, 490.20218930247023, 490.5488017600692, 490.9093392284284, 491.2813227210737, 491.66259918902824, 492.0511869471284, 492.44538365436483, 492.84369852375755, 493.24477083656217, 493.64738534038975, 494.0505100043973, 494.4532048790014, 494.8546566210727, 495.2541637554251, 495.651080863152, 496.04488247017264, 496.43511537146225, 496.82134224187126, 497.2032190252431, 497.58046578720393, 497.9527749059898, 498.31998330596275, 498.6818877330374, 499.03837036463744, 499.3892561316039, 499.73450499619855, 500.07405502299235, 500.4078389127643, 500.7358449530948, 501.0580587158675, 501.37446139147454, 501.68509253331223, 501.9899575235011, 502.28910455938325, 502.58256414731636, 502.87041164130693, 503.1526569499326, 503.4294030895442, 503.70067191272835, 503.96657709354275, 504.22718487946366, 504.4825591779218, 504.73276444647524, 504.9778934776991, 505.2180543086021, 505.4532918990348, 505.6837276315219, 505.9093893533042, 506.13042794910336, 506.34687021592975, 506.5588184458735, 506.7663767817872, 506.96958431490026, 507.168558075676, 507.3633692566047, 507.5541024753448, 507.74084307289417, 507.92369094097944]","[5718.940309967427, 3824.732694988174, 3063.3990954219134, 2628.469886685475, 2338.8824536029633, 2128.5875369665396, 1967.068764461996, 1838.0474536619388, 1732.408249300285, 1643.9024817093582, 1568.3905929001064, 1503.0079061935114, 1445.7009658166085, 1394.9544315343178, 1349.6225246074277, 1308.840306005017, 1271.9078046787133, 1238.2665689867372, 1207.465058103363, 1179.1338109606213, 1152.9671080843225, 1128.7094653965253, 1106.1468923553984, 1085.0962469405308, 1065.4009153124034, 1046.9260518984574, 1029.5546541438155, 1013.184994465128, 997.7277357233821, 983.1044006699856, 969.2455906140902, 956.0896534132015, 943.5816263196959, 931.6724300154171, 920.3178608003872, 909.4782381502993, 899.1177545260787, 889.2037981154031, 879.7070253963226, 870.6004684258895, 861.8596211111175, 853.462052977298, 845.3871900581806, 837.6161903183523, 830.1315653491529, 822.917374810525, 815.9587533194594, 809.2419956643854, 802.7543897282732, 796.4840940759682, 790.4201183409818, 784.5522781456194, 778.8710665314733, 773.3674903974959, 768.0332671772428, 762.860611693037, 757.8421669920502, 752.9710993231644, 748.2409837828529, 743.6457229117441, 739.1795942916797, 734.8372700960532, 730.6136512027383, 726.5039619619229, 722.5036176297115, 718.6083873112852, 714.8142158059977, 711.1172371378358, 707.5138427650496, 704.0005213881387, 700.5739963699101, 697.2312083497027, 693.9691054967407, 690.7848963550211, 687.6758426985682, 684.6394065138101, 681.6731638731383, 678.7747609626583, 675.9419840936644, 673.1727151195698, 670.4648540885908, 667.816530302825, 665.2258130624951, 662.6909519664533, 660.2102328353106, 657.7820455734911, 655.4047745113128, 653.076901897018, 650.7969996206548, 648.5636611008969, 646.3755647550616, 644.2314074852118, 642.1299624349778, 640.0700485508086, 638.0504959019763, 636.0702665358461, 634.1282093022738, 632.2233607512552, 630.3547602293778, 628.5214215398752]"
2,"[409.0244222738327, 526.8227747154339, 592.7345421214227, 633.0696320097502, 658.7491918513059, 675.4658634156519, 686.5079165483479, 693.8888654374973, 698.5296542906307, 701.6219212614824, 703.6890322925566, 705.0760591561861, 706.0125622192015, 706.648233732855, 707.0836915572393, 707.3385041809013, 707.5092859684368, 707.6245293882818, 707.7026248326408, 707.7560813534848, 707.7926861439421, 707.8193153647893, 707.8319328545879, 707.8405992245492, 707.846470444149, 707.8503446483619, 707.8533429001836, 707.8550208879079, 707.8564206016354, 707.8570593798266, 707.8575384630917, 707.85781792818, 707.8579776224666, 707.8580973931579, 707.8581772402741, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291, 707.8582171638291]","[712.6081703164645, 617.0506262980334, 600.4102144849825, 604.547178052445, 615.416624675862, 627.9666151631675, 640.1474981726682, 651.1595863826119, 660.6581703353748, 668.7162944985407, 675.4888117109773, 681.1512780129517, 685.8729465569947, 689.8054697290457, 693.0795685192589, 695.7907450222783, 698.0393793808246, 699.9066990173413, 701.4587135409548, 702.7494400253871, 703.8232865731403, 704.7172968099759, 705.4600453825306, 706.0779461791977, 706.5920270663229, 707.0199031666028, 707.3761360804932, 707.6728605326443, 707.9200835548705, 708.1259364867065, 708.2974082127328, 708.4400684235937, 708.5589567749253, 708.6580218599235, 708.7405253550022, 708.8092441578016, 708.8665114309424, 708.9142573947333, 708.9540499337024, 708.9871752176798, 709.0147583641063, 709.037723425745, 709.056913938231, 709.0728922532008, 709.0862206224087, 709.0973006422533, 709.1065338598725, 709.1142013535655, 709.1206243211172, 709.1259633686155, 709.1303790918141, 709.1340722210102, 709.1371631947912, 709.1397724478857, 709.1419401277708, 709.1437063805558, 709.1451916351746, 709.1464360352979, 709.1474797240404, 709.1483628440841, 709.1490853960292, 709.1496473803664, 709.1501290808724, 709.1505304977107, 709.1509319143219, 709.1512129058145, 709.1514938971958, 709.151694605257, 709.1518551716651, 709.1519755964475, 709.1520960212093, 709.1522164459507, 709.1522967291002, 709.1523368706715, 709.1524171538074, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372, 709.152457295372]","[2102.5910798957734, 1510.67379967182, 1263.7071150618062, 1123.0187194417208, 1030.9890723969283, 965.8580799246206, 917.3689614722666, 879.9816671125271, 850.356238325491, 826.4265146258404, 806.8090007016283, 790.5385224220015, 776.9188610965102, 765.4337944536194, 755.6917975666731, 747.3860180388324, 740.2786115278471, 734.1796525161975, 728.9354175433157, 724.4200370536867, 720.5295173807154, 717.1770792484143, 714.2895536172533, 711.8053022805141, 709.6718130101543, 707.8441466138321, 706.2835829316763, 704.9567336569081, 703.8346171695852, 702.8919458198562, 702.106719725626, 701.4596515408465, 700.9337987376831, 700.5142517519183, 700.1878579774507, 699.9431373816996, 699.7698174673915, 699.65884530265, 699.6023169371292, 699.5930470152105, 699.6248466966576, 699.6921217606373, 699.7899101973977, 699.9138967928576, 700.0602289438148, 700.2254124198807, 700.406375717024, 700.6005078873726, 700.8054578543176, 701.0190542198226, 701.239511241257, 701.4651849524791, 701.6945743436127, 701.9264879503789, 702.1597591915198, 702.3934500999951, 702.6267735318766, 702.8589720280673, 703.0893581485477, 703.3174388440342, 703.5427942375559, 703.7649565213824, 703.9836541201624, 704.1985290785224, 704.4094206689699, 704.6161634526416, 704.8185479409261, 705.0164823916316, 705.2098316294772, 705.3986187703961, 705.5827443183193, 705.7622675861248, 705.9371655033029, 706.1074126653588, 706.2731041294054, 706.4342120597402, 706.5907877107019, 706.7429222925574, 706.890746331757, 707.0342685271745, 707.1735364144959, 707.308678515587, 707.4397820284586, 707.5669739177071, 707.6902187067076, 707.8096828384189, 707.9254518249818, 708.0376104161834, 708.1462430847021, 708.2514340413958, 708.3533890359923, 708.4520700221318, 708.5476009508292, 708.6401056298922, 708.72966725957, 708.8163281906296, 708.9002117735121, 708.981319430763, 709.0598961032847, 709.1358211759378]","[8643.876313810753, 5590.634936066985, 4421.617653230615, 3771.009555122433, 3345.0966996805155, 3039.563854567959, 2807.113812112791, 2622.8684057957, 2472.038791967345, 2345.7097931484773, 2237.967025245098, 2144.7144522659673, 2063.014127917924, 1990.6974222958747, 1926.1245831490678, 1868.0155762578568, 1815.3793171489483, 1767.4242890411256, 1723.51000375071, 1683.1119199537873, 1645.7960724777315, 1611.199437219889, 1579.0150610004982, 1548.9830728850238, 1520.8809937680128, 1494.5170999510508, 1469.725260741899, 1446.360719434272, 1424.2963269720167, 1403.4202894276057, 1383.6339922682207, 1364.8499120450329, 1346.9895842400701, 1329.9830034110848, 1313.7674388191544, 1298.2863768647858, 1283.488691107926, 1269.3279373019955, 1255.7622584474134, 1242.7534093076845, 1230.266357986043, 1218.2690942012491, 1206.7324058187785, 1195.6292911748355, 1184.9349763445473, 1174.626598795003, 1164.6830663069302, 1155.0847121163038, 1145.8134226533534, 1136.8524928166419, 1128.186086977287, 1119.7997307497083, 1111.6796777649417, 1103.8133524229213, 1096.1887956490534, 1088.7949509187954, 1081.621372123303, 1074.6582125364487, 1067.89624886746, 1061.326901581074, 1054.9420508329604, 1048.7339710623014, 1042.6953676625542, 1036.8195059924603, 1031.099825168727, 1025.5302370292898, 1020.1049105601602, 1014.8184341328982, 1009.6656696723913, 1004.6415319986734, 999.7414153437574, 994.9607388746876, 990.2954193143622, 985.7413992026958, 981.2948097607081, 976.9519586205965, 972.7093727252768, 968.5636293397007, 964.5116612157497, 960.5503808256923, 956.6768827926359, 952.8883342711109, 949.182216146181, 945.5558696351254, 942.0067919744541, 938.5327224720542, 935.1314422417692, 931.800726209199, 928.5385265333776, 925.3428730126326, 922.2118242042615, 919.1435998228072, 916.1364403981174, 913.1885625758646, 910.298376827826, 907.4643491632966, 904.6848297781848, 901.9585617749957, 899.2839561148191, 896.6598074674263]"
