,0,1,2,3,4,5,6,7
0,0.223253938112611,4.062317831016484,0.11191861523188426,0.013830865972494175,0.06148522015303605,0.010693630186566083,0.035110347498697334,0.006334854997187763
1,0.15833171173879448,3.3759374243377955,0.07646809693771554,0.009858394954506475,0.04240059963615086,0.007546524068834504,0.023433334329289023,0.004569292943937447
2,0.12945281897619476,3.1758408662790893,0.06080200523409212,0.008101213565638764,0.033952490562945116,0.00615254529505373,0.01827306809933944,0.0037902479691393474
3,0.11215745414071553,3.121256380445865,0.0515095356460786,0.007054671018975054,0.02893117144166523,0.005321896457649327,0.015207091011540495,0.0033267048260607482
4,0.100298670593839,3.1164291082234925,0.04520426520044522,0.0063409589833459895,0.02551697222035818,0.00475530573879853,0.013126221488282104,0.003010763168900795
5,0.09150418594768035,3.1110448441699288,0.04057759135109623,0.0058144197150834095,0.023006636522889028,0.004337282467291477,0.01160260792931279,0.002777826288257413
6,0.08463815516382957,3.071092088065932,0.037003231550529245,0.005405404950823835,0.021063484565408828,0.004012570257109557,0.010430271768659592,0.0025970278896132993
7,0.07907921318985557,2.9776963881115823,0.034139048057549234,0.005075866750966235,0.01950351254462923,0.003750972368864501,0.009495780473374852,0.0024515032758869724
8,0.07448574684856274,2.886746461960394,0.03184413168842618,0.004800370299462517,0.018242705972797868,0.003534635372633136,0.008770164146584412,0.0023283038397484
9,0.07060719391440282,2.7987184654735753,0.029951851972359,0.004565597450280833,0.017196244231692775,0.0033518526980232553,0.008185622020729581,0.002222250999256878
10,0.06727548497900923,2.7139049018515915,0.028356745592551642,0.004362413722806929,0.016309559543666953,0.003194760818043538,0.007701647378531066,0.002129703943918262
11,0.06437312641488427,2.6324644368754906,0.026988369672565165,0.004184317598127689,0.015545741986134051,0.003057855597293802,0.007292347980076356,0.0020480200958662834
12,0.061815174306872944,2.5544563930925235,0.02579764257880022,0.0040265386183428245,0.01487881019952083,0.0029371539992209808,0.006940297478208755,0.0019752283582551316
13,0.059538494199802734,2.479869543424173,0.024749177775209987,0.003885486804934696,0.014289877637441415,0.0028296928839921034,0.00663328045480859,0.0019098244437766034
14,0.057495045904128406,2.408642361005492,0.023816732929115892,0.0037584014262610353,0.013764840352993565,0.002733216275301218,0.006362444007143296,0.0018506377206838666
15,0.05564842109465383,2.3429679729208917,0.022982120620166857,0.0036430321595576467,0.013293644738962947,0.0026459784063181343,0.006122176663458646,0.0017966441688552456
16,0.05396892697686629,2.2821622902967085,0.022229348343398382,0.003537682755808345,0.012867675429028926,0.0025665931323266005,0.005907127744730071,0.0017471261300893636
17,0.052432786226219046,2.2256542373312387,0.021545860581897804,0.0034409821263611294,0.012480131869699793,0.002493948913156328,0.005713174338347326,0.0017014979458715392
18,0.05102069739653732,2.1729614259093575,0.020921641282236853,0.0033518079476274297,0.012125564259853262,0.0024271428117533457,0.00553707814677978,0.0016592751740085847
19,0.04971681710961832,2.123674961507325,0.020348591243583607,0.00326923211603815,0.011799545932648231,0.002365432330145968,0.005376256383820731,0.0016200545603937523
20,0.048507997605042714,2.077443625214605,0.019820080849651204,0.003192479231824891,0.011498440973088173,0.002308201144400061,0.005228621366456608,0.001583496332077426
21,0.0473832212458312,2.033965246660388,0.019330624922379903,0.0031208955172300963,0.01121922917640538,0.0022549323245539977,0.005092463247333175,0.0015493122108911053
22,0.046333221064791826,1.9930945053224274,0.018875718191489668,0.0030539211876275865,0.010959413627052184,0.002205189099950611,0.004966412301111107,0.00151725100723608
23,0.045350062686615816,1.9545807273082452,0.018451477546054702,0.00299108200344769,0.010716847496331866,0.002158598900124376,0.004849276198987521,0.0014871017713172668
24,0.04442694249076095,1.918205639511205,0.018054605987814276,0.002931969154618356,0.010489703335033844,0.0021148421811351833,0.004740051640847531,0.001458681688651652
25,0.04355798851509139,1.8837780760433676,0.017682282379416145,0.0028762284377853655,0.010276412751478954,0.0020736428432804556,0.00463788625540743,0.0014318316021813085
26,0.042738103730409205,1.851130509686749,0.017332075417780455,0.0028235508967999045,0.010075622877462396,0.002034761164217657,0.004542051284763722,0.0014064120551735353
27,0.041962835082166326,1.8201147640292927,0.01700187922142407,0.002773665882305273,0.009886157980404098,0.0019979876884785542,0.004451918649908472,0.0013823002981430367
28,0.04122827949523356,1.7905992231709893,0.01668985782819286,0.0027263350824032356,0.00970699237342477,0.001963138538296707,0.004366944183531141,0.0013593879857512457
29,0.04053099584789983,1.7624734425000177,0.016394407384115874,0.0026813474315324193,0.009537227109552463,0.0019300515329785588,0.004286656533274687,0.00133757851086145
30,0.03986793328150363,1.735631880834813,0.016114111207010364,0.002638515766156657,0.009376067906961714,0.001898583004437794,0.004210640112443383,0.0013167862173341892
31,0.03923638294094593,1.7099795389758174,0.015847716113064896,0.0025976732055887413,0.009222811739476392,0.0018686051659544,0.004138529160617038,0.0012969343546599865
32,0.03863392534104493,1.6854311060163116,0.015594111115389742,0.0025586705355090766,0.009076832757035374,0.0018400039240480015,0.004070000442596104,0.001277954102980436
33,0.038058393329433546,1.6619096656456296,0.015352303201648829,0.0025213735211424434,0.0089375726901477,0.0018126770478919768,0.0040047667427626265,0.0012597834927962099
34,0.03750783769350137,1.6393454779612373,0.015121406022587077,0.002485661361333205,0.00880453176298297,0.0017865326292135606,0.003942572195078237,0.0012423666096191856
35,0.03698050412038407,1.6176753768906444,0.014900622226303072,0.002451424903163998,0.008677260143361603,0.001761487779729158,0.003883188021733625,0.001225652691661272
36,0.03647480472509857,1.5968425199899776,0.014689235179113464,0.002418565236542904,0.008555352845560717,0.0017374675239976121,0.0038264088545226916,0.00120959568919007
37,0.035989299587715975,1.5767943468333034,0.014486596695186423,0.0023869924906361278,0.00843844332620814,0.0017144038539622785,0.0037720496424146544,0.0011941536680136063
38,0.035522679485263005,1.5574828034342023,0.014292119506156038,0.002356624798757326,0.008326199174263502,0.0016922349179964802,0.003719943230043609,0.0011792883483412546
39,0.035073751024512524,1.5388638573454365,0.01410527009254189,0.0023273874045395596,0.00821831813031741,0.001670904322408077,0.0036699381923753476,0.0011649647052639233
40,0.03464142379087729,1.5208970750415496,0.013925562519958778,0.0022992118871513457,0.00811452465898937,0.001650360527425203,0.0036218969812207426,0.0011511506213532138
41,0.03422469919806671,1.503545252345502,0.013752553117804767,0.002272035487261861,0.008014566985837026,0.0016305563229218468,0.00357569433187146,0.00113781658353022
42,0.03382266077874143,1.4867740902065163,0.013585835867636111,0.0022458005186296467,0.007918214526167436,0.0016114483717336546,0.003531215887786817,0.0011249354176877749
43,0.0334344657011292,1.470551909395546,0.013425038392017096,0.002220453852750261,0.007825255645929851,0.0015929968105014318,0.003488357008921415,0.0011124820556321759
44,0.033059337332761576,1.4548493987153945,0.01326981845357665,0.0021959464660788117,0.0077354957051637245,0.0015751648996696886,0.0034470217354004946,0.0011004333297933385
45,0.03269655870193344,1.4396393497684234,0.0131198608893076,0.002172233041041767,0.007648755342807469,0.0015579187156428522,0.003407121883163282,0.0010887677918761053
46,0.032345466731554015,1.4248966301245778,0.012974874917572541,0.0021492716134456557,0.007564868968451297,0.0015412268792264973,0.0033685762521627432,0.0010774655522214779
47,0.03200544713982341,1.410597749081015,0.012834591765423939,0.0021270232600382765,0.007483683432158756,0.0015250603154050861,0.0033313099309319333,0.001066508137139503
48,0.03167592899348166,1.3967208744057735,0.012698762572164317,0.002105451820928082,0.007405056848032829,0.0015093920402704287,0.0032952536839559576,0.0010558783618849828
49,0.03135638351826564,1.3832456483637445,0.012567156531924903,0.0020845236523568773,0.007328857550957442,0.0014941969715472178,0.003260343410443871,0.00104556021728858
50,0.031046317626364596,1.3701530621021074,0.012439559243710646,0.002064207405979649,0.007254963169056572,0.0014794517596880968,0.003226519664869984,0.0010355387683416623
51,0.03074527170079326,1.3574253428722935,0.012315771242069852,0.002044473831356931,0.0071832597970015455,0.0014651346369502461,0.003193727231122407,0.0010258000632733
52,0.0304528167297798,1.3450458525664721,0.012195606685475466,0.0020252955988287412,0.007113641257459056,0.0014512252822340534,0.0031619147433163837,0.0010163310518602317
53,0.03016855173541953,1.3329989962510485,0.012078892182794832,0.002006647140330176,0.007046008439784885,0.0014377046997746435,0.003131034347347106,0.0010071195118818226
54,0.029892101461536574,1.3212701395535684,0.011965465740988918,0.0019885045060396697,0.006980268706593252,0.0014245551100389925,0.0031010413981082106,0.0009981539827773266
55,0.02962311429042823,1.3098455339077693,0.011855175819513345,0.0019708452920677313,0.006916335360119171,0.00141175985140332,0.0030718941880175823,0.0009894237056864627
56,0.02936126036218795,1.2987122487884122,0.01174788047886592,0.0019536483494582255,0.00685412716138178,0.0013993032913741077,0.0030435537030952917,0.0009809185691599161
57,0.029106229873730627,1.287858110176409,0.011643446612399721,0.001936893855505169,0.006793567896083395,0.0013871707462769424,0.003015983403348787,0.000972629059916828
58,0.02885773153757342,1.277271644588406,0.011541749251946532,0.0019205631574760731,0.00673458598196894,0.0013753484084749247,0.00298914902465359,0.0009645462181039773
59,0.028615491182937453,1.266942028085772,0.011442670939012965,0.0019046386852995406,0.006677114113045811,0.001363823280296335,0.002963018399686448,0.000956661596578243
60,0.028379250483894784,1.2568590397477806,0.011346101154354579,0.0018891038720869392,0.006621088936643189,0.0013525831139526592,0.002937561295782805,0.0009489672237916493
61,0.02814876580114619,1.2470130191543245,0.011251935799629029,0.0018739430816707566,0.0065664507597876,0.0013416163568155232,0.002912749267860071,0.0009414555699082494
62,0.027923807125623465,1.2373948274761049,0.011160076725600708,0.001859141542439115,0.006513143281800586,0.0013309121014966631,0.0028885555247797783,0.0009341195158254493
63,0.027704157113503186,1.2279958118160548,0.011070431302035392,0.0018446852868299417,0.006461113350395139,0.0013204600402405384,0.0028649548077211004,0.0009269523248100455
64,0.02748961020342841,1.218807772485732,0.010982912024999974,0.0018305610959214328,0.006410310738868759,0.0013102504231960815,0.002841923279310362,0.0009199476164921025
65,0.027279971807787882,1.2098229329354022,0.010897436157782625,0.0018167564486191452,0.0063606879422699915,0.0013002740201835889,0.0028194384224001765,0.000913099342988477
66,0.02707505757082056,1.2010339120871738,0.010813925402083768,0.0018032594749957632,0.006312199990658016,0.0012905220856159593,0.002797478947521105,0.0009064017669529031
67,0.026874692687116182,1.1924336988474817,0.010732305596507535,0.001790058913388322,0.006264804277786738,0.0012809863262712644,0.002776024708141134,0.0008998494413715791
68,0.02667871127478591,1.1840156285988954,0.010652506439714696,0.001777144070900452,0.006218460403729946,0.0012716588716467298,0.002755056622966273,0.0008934371909425501
69,0.02648695579819455,1.1757733614921237,0.010574461235888035,0.0017645047869948062,0.00617313003012634,0.001262532246653269,0.002734556604601112,0.0008871600948942207
70,0.02629927653568866,1.1677008623775313,0.010498106660415639,0.001752131399893953,0.006128776746865607,0.0012535993464352726,0.002714507493963142,0.0008810134711133697
71,0.026115531088233564,1.15979238223181,0.010423382543921193,0.0017400147155372365,0.00608536594916201,0.0012448534131228911,0.002694892999910307,0.0008749928614663282
72,0.025935583925294634,1.1520424409499164,0.010350231672967319,0.00172814597886695,0.006042864724072306,0.0012362880143439452,0.002675697643599042,0.0008690940182087458
73,0.0257593059646718,1.1444458113852383,0.010278599605931811,0.0017165168472400422,0.006001241745612273,0.0012278970233401928,0.0026569067071408946,0.0008633128913898037
74,0.02558657418332746,1.1369975045323724,0.010208434502710214,0.0017051193657818752,0.005960467177712335,0.0012196746005482867,0.0026385061861706966,0.0008576456171660087
75,0.0254172712565415,1.1296927557570833,0.010139686967034243,0.0016939459445165863,0.005920512584329105,0.0012116151765195961,0.002620482745978919,0.0008520885069479422
76,0.025251285222988574,1.1225270119870852,0.010072309900316174,0.001682989337124665,0.005881350846097525,0.0012037134360653754,0.0026028236808959553,0.0008466380373107034
77,0.025088509173565154,1.1154959197854093,0.010006258366036594,0.001672242621192659,0.005842956082968454,0.0011959643035247252,0.0025855168766472135,0.0008412908406053342
78,0.024928840962001438,1.1085953142353737,0.009941489463788243,0.001661699179832702,0.0058053035823303,0.0011883629290625742,0.002568550775425595,0.00083604369621439
79,0.02477218293547819,1.1018212085726855,0.009877962212173814,0.0016513526845609845,0.0057683697321610815,0.0011809046759136339,0.002551914343452527,0.0008308935224000697
80,0.024618441683634567,1.0951697845060364,0.009815637439831389,0.001641197079334503,0.005732131958800091,0.001173585108496106,0.002535597040820694,0.0008258373686980269
81,0.024467527804501236,1.088637383172804,0.009754477683929211,0.0016312265656546218,0.005696568668966543,0.0011663999813259064,0.0025195887934311868,0.0008208724088142108
82,0.024319355686026178,1.0822204966811921,0.009694447095532126,0.0016214355886541884,0.00566165919568686,0.0011593452286684709,0.0025038799668553025,0.00081599593398589
83,0.024173843301980427,1.0759157601943927,0.009635511351296635,0.0016118188240923715,0.005627383747822972,0.0011524169548708294,0.0024884613419669317,0.0008112053467714285
84,0.024030912021138228,1.0697199445161902,0.009577637571000374,0.0016023711661880505,0.005593723525927404,0.0011456114253217287,0.002473324092205493,0.0008064981552364724
