,betas,test,train,val
0,0.5,0.420391321182251,0.4483989179134369,0.44439923763275146
1,0.5,0.42036372423171997,0.4483708441257477,0.44437000155448914
2,0.9,0.4204913079738617,0.44850030541419983,0.4445110261440277
3,0.9,0.4204934537410736,0.44850292801856995,0.4445127844810486
4,0.99,0.42050135135650635,0.44850924611091614,0.4445236027240753
5,0.99,0.4205101430416107,0.448519766330719,0.4445311427116394
